ID,Modalitat,Colla_ID,Prioritat,anys_sense_captura,adjudicats,nova_prioritat,nou_anys_sense_captura
57,A,Colla_3,2,1,1,4,0
58,A,Colla_3,2,1,1,4,0
59,A,Colla_3,2,1,1,4,0
60,A,Colla_3,4,0,0,2,1
61,A,Colla_4,2,1,0,2,2
62,A,Colla_4,4,0,0,2,1
63,A,Colla_4,4,0,0,2,1
64,A,Colla_4,2,1,0,2,2
65,A,Colla_4,2,1,1,4,0
66,A,Colla_4,2,1,0,2,2
67,A,Colla_4,2,1,1,4,0
68,A,Colla_4,2,1,1,4,0
69,A,Colla_4,4,0,0,2,1
70,A,Colla_4,2,1,1,4,0
71,A,Colla_4,2,1,0,2,2
72,A,Colla_4,4,0,0,2,1
73,A,Colla_4,2,1,1,4,0
74,A,Colla_4,4,0,0,2,1
75,A,Colla_4,2,1,1,4,0
76,A,Colla_4,4,0,0,2,1
77,A,Colla_4,2,1,1,4,0
78,A,Colla_4,4,0,0,2,1
79,A,Colla_4,4,0,0,2,1
80,A,Colla_4,2,1,1,4,0
81,A,Colla_5,4,0,0,2,1
82,A,Colla_5,4,0,0,2,1
83,A,Colla_5,2,1,1,4,0
84,A,Colla_5,2,1,0,2,2
85,A,Colla_5,4,0,0,2,1
86,A,Colla_5,2,1,0,2,2
87,A,Colla_5,2,1,1,4,0
88,A,Colla_5,2,1,1,4,0
89,A,Colla_5,2,1,0,2,2
90,A,Colla_5,2,1,0,2,2
91,A,Colla_5,4,0,0,2,1
92,A,Colla_5,4,0,0,2,1
93,A,Colla_5,4,0,0,2,1
94,A,Colla_5,2,1,1,4,0
95,A,Colla_5,4,0,0,2,1
96,A,Colla_5,4,0,0,2,1
97,A,Colla_5,2,1,1,4,0
98,A,Colla_5,2,1,1,4,0
99,A,Colla_5,2,1,1,4,0
100,A,Colla_5,2,1,1,4,0
101,A,Colla_6,2,1,1,4,0
102,A,Colla_6,4,0,0,2,1
103,A,Colla_6,2,1,0,2,2
104,A,Colla_6,2,1,1,4,0
105,A,Colla_6,4,0,0,2,1
106,A,Colla_6,2,1,1,4,0
107,A,Colla_6,4,0,0,2,1
108,A,Colla_6,2,1,1,4,0
109,A,Colla_6,2,1,1,4,0
110,A,Colla_6,2,1,1,4,0
111,A,Colla_6,2,1,0,2,2
112,A,Colla_6,2,1,0,2,2
113,A,Colla_6,2,1,1,4,0
114,A,Colla_6,4,0,0,2,1
115,A,TrackedColla_2_1,4,0,1,4,0
116,A,Colla_6,2,1,0,2,2
117,A,Colla_6,4,0,0,2,1
118,A,Colla_6,4,0,0,2,1
119,A,Colla_6,2,1,1,4,0
120,A,Colla_6,4,0,0,2,1
121,A,Colla_7,2,1,1,4,0
122,A,Colla_7,4,0,0,2,1
123,A,Colla_7,2,1,1,4,0
124,A,Colla_7,4,0,0,2,1
125,A,Colla_7,2,1,0,2,2
126,A,Colla_7,2,1,1,4,0
127,A,Colla_7,2,1,1,4,0
128,A,Colla_7,2,1,0,2,2
129,A,Colla_7,2,1,1,4,0
130,A,Colla_7,2,1,0,2,2
131,A,Colla_7,4,0,0,2,1
132,A,Colla_7,4,0,0,2,1
133,A,Colla_7,4,0,0,2,1
134,A,Colla_7,4,0,0,2,1
135,A,Colla_7,2,1,1,4,0
136,A,Colla_7,2,1,1,4,0
137,A,Colla_7,4,0,0,2,1
138,A,Colla_7,4,0,0,2,1
139,A,Colla_7,2,1,0,2,2
140,A,Colla_7,2,1,1,4,0
141,A,Colla_8,2,1,1,4,0
142,A,Colla_8,2,1,0,2,2
143,A,Colla_8,4,0,0,2,1
144,A,Colla_8,4,0,0,2,1
145,A,Colla_8,4,0,0,2,1
146,A,Colla_8,2,1,0,2,2
147,A,Colla_8,2,1,0,2,2
148,A,Colla_8,2,1,1,4,0
149,A,Colla_8,2,1,1,4,0
150,A,Colla_8,4,0,0,2,1
151,A,Colla_8,4,0,0,2,1
152,A,Colla_8,2,1,1,4,0
153,A,Colla_8,2,1,1,4,0
154,A,Colla_8,2,1,1,4,0
155,A,Colla_8,4,0,0,2,1
156,A,Colla_8,2,1,0,2,2
157,A,Colla_8,4,0,0,2,1
158,A,Colla_8,2,1,1,4,0
159,A,Colla_8,2,1,1,4,0
160,A,TrackedColla_2_1,4,0,0,2,1
161,A,Colla_9,2,1,0,2,2
162,A,Colla_9,2,1,1,4,0
163,A,Colla_9,4,0,0,2,1
164,A,Colla_9,2,1,1,4,0
165,A,Colla_9,2,1,1,4,0
166,A,Colla_9,4,0,0,2,1
167,A,Colla_9,4,0,0,2,1
168,A,Colla_9,2,1,1,4,0
169,A,Colla_9,2,1,1,4,0
170,A,Colla_9,2,1,1,4,0
171,A,Colla_9,4,0,0,2,1
172,A,Colla_9,2,1,0,2,2
173,A,TrackedColla_2_1,4,0,0,2,1
174,A,Colla_9,4,0,0,2,1
175,A,Colla_9,4,0,0,2,1
176,A,Colla_9,2,1,1,4,0
177,A,Colla_9,4,0,0,2,1
178,A,Colla_9,2,1,1,4,0
179,A,Colla_9,2,1,0,2,2
180,A,Colla_9,2,1,0,2,2
181,A,Colla_10,4,0,0,2,1
182,A,Colla_10,2,1,1,4,0
183,A,Colla_10,2,1,1,4,0
184,A,Colla_10,2,1,0,2,2
185,A,Colla_10,2,1,0,2,2
186,A,Colla_10,4,0,0,2,1
187,A,Colla_10,2,1,1,4,0
188,A,Colla_10,2,1,1,4,0
189,A,Colla_10,2,1,0,2,2
190,A,Colla_10,4,0,0,2,1
191,A,Colla_10,4,0,0,2,1
192,A,Colla_10,4,0,0,2,1
193,A,Colla_10,4,0,0,2,1
194,A,Colla_10,2,1,1,4,0
195,A,Colla_10,2,1,1,4,0
196,A,Colla_10,2,1,1,4,0
197,A,Colla_10,2,1,0,2,2
198,A,Colla_10,4,0,0,2,1
199,A,Colla_10,2,1,1,4,0
200,A,Colla_10,4,0,0,2,1
201,A,Colla_11,2,1,1,4,0
202,A,Colla_11,2,1,0,2,2
203,A,Colla_11,4,0,0,2,1
204,A,Colla_11,2,1,1,4,0
205,A,Colla_11,2,1,0,2,2
206,A,Colla_11,4,0,0,2,1
207,A,Colla_11,4,0,0,2,1
208,A,Colla_11,4,0,0,2,1
209,A,Colla_11,2,1,1,4,0
210,A,Colla_11,4,0,0,2,1
211,A,Colla_11,2,1,1,4,0
212,A,Colla_11,2,1,1,4,0
213,A,Colla_11,2,1,1,4,0
214,A,Colla_11,4,0,0,2,1
215,A,Colla_11,2,1,0,2,2
216,A,Colla_11,4,0,0,2,1
217,A,Colla_11,2,1,1,4,0
218,A,Colla_11,4,0,0,2,1
219,A,Colla_11,2,1,1,4,0
220,A,Colla_11,2,1,0,2,2
221,A,Colla_12,2,1,1,4,0
222,A,Colla_12,2,1,0,2,2
223,A,Colla_12,4,0,0,2,1
224,A,Colla_12,4,0,0,2,1
225,A,Colla_12,4,0,0,2,1
226,A,Colla_12,2,1,1,4,0
227,A,Colla_12,4,0,0,2,1
228,A,Colla_12,4,0,0,2,1
229,A,Colla_12,2,1,1,4,0
230,A,Colla_12,2,1,1,4,0
231,A,Colla_12,2,1,1,4,0
232,A,Colla_12,4,0,0,2,1
233,A,Colla_12,2,1,0,2,2
234,A,Colla_12,2,1,0,2,2
235,A,Colla_12,4,0,0,2,1
236,A,Colla_12,2,1,0,2,2
237,A,Colla_12,2,1,1,4,0
238,A,Colla_12,4,0,0,2,1
239,A,Colla_12,2,1,1,4,0
240,A,Colla_12,2,1,1,4,0
241,A,Colla_13,2,1,1,4,0
242,A,Colla_13,2,1,1,4,0
243,A,Colla_13,4,0,0,2,1
244,A,Colla_13,4,0,0,2,1
245,A,Colla_13,2,1,1,4,0
246,A,Colla_13,2,1,1,4,0
247,A,Colla_13,4,0,0,2,1
248,A,Colla_13,2,1,0,2,2
249,A,Colla_13,2,1,0,2,2
250,A,Colla_13,4,0,0,2,1
251,A,Colla_13,2,1,1,4,0
252,A,Colla_13,4,0,0,2,1
253,A,Colla_13,2,1,0,2,2
254,A,Colla_13,4,0,0,2,1
255,A,Colla_13,2,1,1,4,0
256,A,Colla_13,2,1,1,4,0
257,A,Colla_13,2,1,0,2,2
258,A,Colla_13,2,1,1,4,0
259,A,Colla_13,4,0,0,2,1
260,A,Colla_13,4,0,0,2,1
261,A,Colla_14,4,0,0,2,1
262,A,Colla_14,2,1,1,4,0
263,A,Colla_14,2,1,1,4,0
264,A,Colla_14,4,0,0,2,1
265,A,Colla_14,4,0,0,2,1
266,A,Colla_14,2,1,1,4,0
267,A,Colla_14,2,1,0,2,2
268,A,Colla_14,4,0,0,2,1
269,A,Colla_14,4,0,0,2,1
270,A,Colla_14,2,1,0,2,2
271,A,Colla_14,2,1,1,4,0
272,A,Colla_14,4,0,0,2,1
273,A,Colla_14,2,1,0,2,2
274,A,Colla_14,2,1,0,2,2
275,A,Colla_14,4,0,0,2,1
276,A,Colla_14,2,1,1,4,0
277,A,Colla_14,2,1,1,4,0
278,A,Colla_14,2,1,1,4,0
279,A,Colla_14,4,0,0,2,1
280,A,Colla_14,2,1,1,4,0
281,A,Colla_15,2,1,0,2,2
282,A,Colla_15,4,0,0,2,1
283,A,Colla_15,2,1,1,4,0
284,A,Colla_15,2,1,1,4,0
285,A,Colla_15,2,1,0,2,2
286,A,Colla_15,2,1,1,4,0
287,A,Colla_15,4,0,0,2,1
288,A,Colla_15,2,1,0,2,2
289,A,Colla_15,2,1,1,4,0
290,A,Colla_15,4,0,0,2,1
291,A,Colla_15,2,1,1,4,0
292,A,Colla_15,2,1,0,2,2
293,A,Colla_15,2,1,1,4,0
294,A,Colla_15,4,0,0,2,1
295,A,Colla_15,4,0,0,2,1
296,A,Colla_15,4,0,0,2,1
297,A,Colla_15,4,0,0,2,1
298,A,Colla_15,2,1,1,4,0
299,A,Colla_15,4,0,0,2,1
300,A,Colla_15,2,1,1,4,0
301,A,Colla_16,4,0,0,2,1
302,A,Colla_16,2,1,1,4,0
303,A,Colla_16,4,0,0,2,1
304,A,Colla_16,4,0,0,2,1
305,A,Colla_16,2,1,1,4,0
306,A,Colla_16,2,1,0,2,2
307,A,Colla_16,2,1,0,2,2
308,A,Colla_16,2,1,0,2,2
309,A,Colla_16,2,1,1,4,0
310,A,Colla_16,4,0,0,2,1
311,A,Colla_16,2,1,1,4,0
312,A,Colla_16,2,1,1,4,0
313,A,Colla_16,2,1,1,4,0
314,A,Colla_16,4,0,0,2,1
315,A,Colla_16,2,1,1,4,0
316,A,Colla_16,4,0,0,2,1
317,A,Colla_16,4,0,0,2,1
318,A,Colla_16,2,1,1,4,0
319,A,Colla_16,4,0,0,2,1
320,A,Colla_16,2,1,0,2,2
321,A,Colla_17,2,1,0,2,2
322,A,Colla_17,4,0,0,2,1
323,A,Colla_17,4,0,0,2,1
324,A,Colla_17,4,0,0,2,1
325,A,Colla_17,4,0,0,2,1
326,A,Colla_17,2,1,0,2,2
327,A,Colla_17,2,1,1,4,0
328,A,Colla_17,2,1,1,4,0
329,A,Colla_17,2,1,1,4,0
330,A,Colla_17,2,1,1,4,0
331,A,Colla_17,2,1,1,4,0
332,A,Colla_17,4,0,0,2,1
333,A,Colla_17,2,1,1,4,0
334,A,Colla_17,4,0,0,2,1
335,A,Colla_17,2,1,0,2,2
336,A,Colla_17,2,1,1,4,0
337,A,Colla_17,4,0,0,2,1
338,A,Colla_17,2,1,0,2,2
339,A,Colla_17,4,0,0,2,1
340,A,Colla_17,2,1,1,4,0
341,A,Colla_18,4,0,0,2,1
342,A,Colla_18,2,1,1,4,0
343,A,Colla_18,2,1,1,4,0
344,A,Colla_18,2,1,1,4,0
345,A,Colla_18,4,0,0,2,1
346,A,Colla_18,4,0,0,2,1
347,A,Colla_18,2,1,0,2,2
348,A,Colla_18,2,1,1,4,0
349,A,Colla_18,2,1,1,4,0
350,A,Colla_18,2,1,0,2,2
351,A,Colla_18,2,1,0,2,2
352,A,Colla_18,4,0,0,2,1
353,A,Colla_18,2,1,1,4,0
354,A,Colla_18,4,0,0,2,1
355,A,Colla_18,4,0,0,2,1
356,A,Colla_18,2,1,1,4,0
357,A,Colla_18,2,1,1,4,0
358,A,Colla_18,4,0,0,2,1
359,A,Colla_18,4,0,0,2,1
360,A,Colla_18,2,1,0,2,2
361,A,Colla_19,2,1,1,4,0
362,A,Colla_19,2,1,1,4,0
363,A,Colla_19,4,0,0,2,1
364,A,Colla_19,4,0,0,2,1
365,A,Colla_19,2,1,1,4,0
366,A,Colla_19,4,0,0,2,1
367,A,Colla_19,4,0,0,2,1
368,A,Colla_19,2,1,1,4,0
369,A,Colla_19,2,1,0,2,2
370,A,Colla_19,2,1,0,2,2
371,A,Colla_19,2,1,1,4,0
372,A,Colla_19,2,1,0,2,2
373,A,Colla_19,2,1,1,4,0
374,A,Colla_19,4,0,0,2,1
375,A,Colla_19,4,0,0,2,1
376,A,Colla_19,4,0,0,2,1
377,A,Colla_19,2,1,1,4,0
378,A,Colla_19,2,1,1,4,0
379,A,Colla_19,4,0,0,2,1
380,A,Colla_19,2,1,0,2,2
381,A,Colla_20,2,1,1,4,0
382,A,Colla_20,4,0,0,2,1
383,A,Colla_20,4,0,0,2,1
384,A,Colla_20,2,1,1,4,0
385,A,Colla_20,2,1,1,4,0
386,A,Colla_20,4,0,0,2,1
387,A,Colla_20,2,1,1,4,0
388,A,Colla_20,2,1,1,4,0
389,A,Colla_20,4,0,0,2,1
390,A,Colla_20,4,0,0,2,1
391,A,Colla_20,4,0,0,2,1
392,A,Colla_20,2,1,0,2,2
393,A,Colla_20,2,1,0,2,2
394,A,Colla_20,2,1,1,4,0
395,A,Colla_20,4,0,0,2,1
396,A,Colla_20,2,1,0,2,2
397,A,Colla_20,2,1,1,4,0
398,A,Colla_20,2,1,1,4,0
399,A,Colla_20,2,1,0,2,2
400,A,Colla_20,4,0,0,2,1
401,A,Colla_21,4,0,0,2,1
402,A,Colla_21,2,1,1,4,0
403,A,Colla_21,2,1,1,4,0
404,A,Colla_21,2,1,1,4,0
405,A,Colla_21,4,0,0,2,1
406,A,Colla_21,4,0,0,2,1
407,A,Colla_21,2,1,1,4,0
408,A,Colla_21,2,1,1,4,0
409,A,Colla_21,2,1,1,4,0
410,A,Colla_21,2,1,0,2,2
411,A,Colla_21,2,1,1,4,0
412,A,Colla_21,2,1,0,2,2
413,A,Colla_21,2,1,0,2,2
414,A,Colla_21,4,0,0,2,1
415,A,Colla_21,2,1,1,4,0
416,A,Colla_21,4,0,0,2,1
417,A,Colla_21,4,0,0,2,1
418,A,Colla_21,4,0,0,2,1
419,A,Colla_21,4,0,0,2,1
420,A,Colla_21,2,1,0,2,2
421,A,Colla_22,2,1,0,2,2
422,A,Colla_22,2,1,1,4,0
423,A,Colla_22,4,0,0,2,1
424,A,Colla_22,4,0,0,2,1
425,A,Colla_22,2,1,1,4,0
426,A,Colla_22,2,1,1,4,0
427,A,Colla_22,2,1,1,4,0
428,A,Colla_22,2,1,1,4,0
429,A,Colla_22,4,0,0,2,1
430,A,Colla_22,4,0,0,2,1
431,A,Colla_22,2,1,0,2,2
432,A,Colla_22,2,1,1,4,0
433,A,Colla_22,4,0,0,2,1
434,A,Colla_22,2,1,0,2,2
435,A,Colla_22,2,1,1,4,0
436,A,Colla_22,2,1,0,2,2
437,A,Colla_22,4,0,0,2,1
438,A,Colla_22,2,1,1,4,0
439,A,Colla_22,4,0,0,2,1
440,A,Colla_22,4,0,0,2,1
441,A,Colla_23,4,0,0,2,1
442,A,Colla_23,2,1,1,4,0
443,A,Colla_23,2,1,1,4,0
444,A,Colla_23,4,0,0,2,1
445,A,Colla_23,4,0,0,2,1
446,A,Colla_23,2,1,1,4,0
447,A,Colla_23,2,1,1,4,0
448,A,Colla_23,2,1,1,4,0
449,A,Colla_23,2,1,0,2,2
450,A,Colla_23,4,0,0,2,1
451,A,Colla_23,4,0,0,2,1
452,A,Colla_23,4,0,0,2,1
453,A,Colla_23,4,0,0,2,1
454,A,Colla_23,2,1,1,4,0
455,A,Colla_23,2,1,0,2,2
456,A,Colla_23,2,1,1,4,0
457,A,Colla_23,2,1,0,2,2
458,A,Colla_23,2,1,1,4,0
459,A,Colla_23,2,1,0,2,2
460,A,Colla_23,4,0,0,2,1
461,A,Colla_24,2,1,1,4,0
462,A,Colla_24,2,1,1,4,0
463,A,Colla_24,2,1,0,2,2
464,A,Colla_24,4,0,0,2,1
465,A,Colla_24,2,1,0,2,2
466,A,Colla_24,2,1,1,4,0
467,A,Colla_24,2,1,1,4,0
468,A,Colla_24,2,1,1,4,0
469,A,Colla_24,2,1,1,4,0
470,A,Colla_24,2,1,0,2,2
471,A,Colla_24,4,0,0,2,1
472,A,Colla_24,4,0,0,2,1
473,A,Colla_24,2,1,1,4,0
474,A,Colla_24,4,0,0,2,1
475,A,Colla_24,2,1,0,2,2
476,A,Colla_24,2,1,1,4,0
477,A,Colla_24,4,0,0,2,1
478,A,Colla_24,4,0,0,2,1
479,A,Colla_24,4,0,0,2,1
480,A,Colla_24,4,0,0,2,1
481,A,Colla_25,2,1,0,2,2
482,A,Colla_25,4,0,0,2,1
483,A,Colla_25,2,1,1,4,0
484,A,Colla_25,2,1,1,4,0
485,A,Colla_25,2,1,0,2,2
486,A,Colla_25,2,1,1,4,0
487,A,Colla_25,4,0,0,2,1
488,A,Colla_25,2,1,1,4,0
489,A,Colla_25,2,1,1,4,0
490,A,Colla_25,2,1,1,4,0
491,A,Colla_25,4,0,0,2,1
492,A,Colla_25,2,1,0,2,2
493,A,Colla_25,2,1,1,4,0
494,A,Colla_25,2,1,1,4,0
495,A,Colla_25,4,0,0,2,1
496,A,Colla_25,4,0,0,2,1
497,A,Colla_25,2,1,0,2,2
498,A,Colla_25,4,0,0,2,1
499,A,Colla_25,4,0,0,2,1
500,A,Colla_25,4,0,0,2,1
501,A,Colla_26,2,1,1,4,0
502,A,Colla_26,2,1,0,2,2
503,A,Colla_26,2,1,1,4,0
504,A,Colla_26,4,0,0,2,1
505,A,Colla_26,4,0,0,2,1
506,A,Colla_26,4,0,0,2,1
507,A,Colla_26,4,0,0,2,1
508,A,Colla_26,2,1,1,4,0
509,A,Colla_26,4,0,0,2,1
510,A,Colla_26,2,1,0,2,2
511,A,Colla_26,2,1,1,4,0
512,A,Colla_26,2,1,1,4,0
513,A,Colla_26,2,1,1,4,0
514,A,Colla_26,4,0,0,2,1
515,A,Colla_26,4,0,0,2,1
516,A,Colla_26,2,1,0,2,2
517,A,Colla_26,2,1,1,4,0
518,A,Colla_26,4,0,0,2,1
519,A,Colla_26,2,1,0,2,2
520,A,Colla_26,2,1,1,4,0
521,A,Colla_27,2,1,0,2,2
522,A,Colla_27,4,0,0,2,1
523,A,Colla_27,2,1,1,4,0
524,A,Colla_27,2,1,1,4,0
525,A,Colla_27,4,0,0,2,1
526,A,Colla_27,2,1,0,2,2
527,A,Colla_27,2,1,0,2,2
528,A,Colla_27,4,0,0,2,1
529,A,Colla_27,4,0,0,2,1
530,A,Colla_27,4,0,0,2,1
531,A,Colla_27,4,0,0,2,1
532,A,Colla_27,2,1,1,4,0
533,A,Colla_27,4,0,0,2,1
534,A,Colla_27,2,1,1,4,0
535,A,Colla_27,2,1,1,4,0
536,A,Colla_27,2,1,0,2,2
537,A,Colla_27,4,0,0,2,1
538,A,Colla_27,2,1,1,4,0
539,A,Colla_27,2,1,1,4,0
540,A,Colla_27,2,1,1,4,0
541,A,Colla_28,2,1,1,4,0
542,A,Colla_28,2,1,1,4,0
543,A,Colla_28,4,0,0,2,1
544,A,Colla_28,2,1,0,2,2
545,A,Colla_28,4,0,0,2,1
546,A,Colla_28,4,0,0,2,1
547,A,Colla_28,2,1,1,4,0
548,A,Colla_28,4,0,0,2,1
549,A,Colla_28,2,1,0,2,2
550,A,Colla_28,2,1,1,4,0
551,A,Colla_28,2,1,1,4,0
552,A,Colla_28,4,0,0,2,1
553,A,Colla_28,2,1,1,4,0
554,A,Colla_28,4,0,0,2,1
555,A,Colla_28,2,1,0,2,2
556,A,Colla_28,2,1,1,4,0
557,A,Colla_28,2,1,1,4,0
558,A,Colla_28,4,0,0,2,1
559,A,Colla_28,4,0,0,2,1
560,A,Colla_28,2,1,0,2,2
561,A,Colla_29,2,1,0,2,2
562,A,Colla_29,2,1,0,2,2
563,A,Colla_29,4,0,0,2,1
564,A,Colla_29,2,1,1,4,0
565,A,Colla_29,2,1,1,4,0
566,A,Colla_29,4,0,0,2,1
567,A,Colla_29,4,0,0,2,1
568,A,Colla_29,2,1,1,4,0
569,A,Colla_29,2,1,1,4,0
570,A,Colla_29,4,0,0,2,1
571,A,Colla_29,2,1,0,2,2
572,A,Colla_29,2,1,1,4,0
573,A,Colla_29,2,1,1,4,0
574,A,Colla_29,2,1,1,4,0
575,A,Colla_29,4,0,0,2,1
576,A,Colla_29,2,1,1,4,0
577,A,Colla_29,2,1,0,2,2
578,A,Colla_29,4,0,0,2,1
579,A,Colla_29,4,0,0,2,1
580,A,Colla_29,4,0,0,2,1
581,A,Colla_30,2,1,1,4,0
582,A,Colla_30,2,1,1,4,0
583,A,Colla_30,2,1,1,4,0
584,A,Colla_30,2,1,0,2,2
585,A,Colla_30,2,1,0,2,2
586,A,Colla_30,2,1,1,4,0
587,A,Colla_30,4,0,0,2,1
588,A,Colla_30,4,0,0,2,1
589,A,Colla_30,2,1,0,2,2
590,A,Colla_30,4,0,0,2,1
591,A,Colla_30,4,0,0,2,1
592,A,Colla_30,2,1,1,4,0
593,A,Colla_30,4,0,0,2,1
594,A,Colla_30,4,0,0,2,1
595,A,Colla_30,2,1,0,2,2
596,A,Colla_30,2,1,1,4,0
597,A,Colla_30,2,1,1,4,0
598,A,Colla_30,4,0,0,2,1
599,A,Colla_30,4,0,0,2,1
600,A,Colla_30,2,1,1,4,0
601,A,Colla_31,2,1,1,4,0
602,A,Colla_31,2,1,1,4,0
603,A,Colla_31,4,0,0,2,1
604,A,Colla_31,4,0,0,2,1
605,A,Colla_31,2,1,1,4,0
606,A,Colla_31,4,0,0,2,1
607,A,Colla_31,2,1,0,2,2
608,A,Colla_31,2,1,1,4,0
609,A,Colla_31,4,0,0,2,1
610,A,Colla_31,2,1,0,2,2
611,A,Colla_31,4,0,0,2,1
612,A,Colla_31,4,0,0,2,1
613,A,Colla_31,2,1,0,2,2
614,A,Colla_31,2,1,1,4,0
615,A,Colla_31,4,0,0,2,1
616,A,Colla_31,2,1,1,4,0
617,A,Colla_31,2,1,0,2,2
618,A,Colla_31,2,1,1,4,0
619,A,Colla_31,4,0,0,2,1
620,A,Colla_31,2,1,1,4,0
621,A,Colla_32,4,0,0,2,1
622,A,Colla_32,2,1,1,4,0
623,A,Colla_32,2,1,1,4,0
624,A,Colla_32,2,1,0,2,2
625,A,Colla_32,4,0,0,2,1
626,A,Colla_32,2,1,1,4,0
627,A,Colla_32,4,0,0,2,1
628,A,Colla_32,2,1,0,2,2
629,A,Colla_32,4,0,0,2,1
630,A,Colla_32,2,1,1,4,0
631,A,Colla_32,4,0,0,2,1
632,A,Colla_32,2,1,1,4,0
633,A,Colla_32,4,0,0,2,1
634,A,Colla_32,2,1,0,2,2
635,A,Colla_32,2,1,1,4,0
636,A,Colla_32,2,1,1,4,0
637,A,Colla_32,2,1,0,2,2
638,A,Colla_32,4,0,0,2,1
639,A,Colla_32,4,0,0,2,1
640,A,Colla_32,2,1,1,4,0
641,A,Colla_33,2,1,1,4,0
642,A,Colla_33,4,0,0,2,1
643,A,Colla_33,4,0,0,2,1
644,A,Colla_33,4,0,0,2,1
645,A,Colla_33,2,1,1,4,0
646,A,Colla_33,2,1,1,4,0
647,A,Colla_33,2,1,1,4,0
648,A,Colla_33,2,1,0,2,2
649,A,Colla_33,2,1,1,4,0
650,A,Colla_33,2,1,0,2,2
651,A,Colla_33,4,0,0,2,1
652,A,Colla_33,2,1,0,2,2
653,A,Colla_33,2,1,1,4,0
654,A,Colla_33,2,1,1,4,0
655,A,Colla_33,4,0,0,2,1
656,A,Colla_33,2,1,0,2,2
657,A,Colla_33,4,0,0,2,1
658,A,Colla_33,4,0,0,2,1
659,A,Colla_33,2,1,1,4,0
660,A,Colla_33,4,0,0,2,1
661,A,Colla_34,4,0,0,2,1
662,A,Colla_34,2,1,1,4,0
663,A,Colla_34,2,1,1,4,0
664,A,Colla_34,4,0,0,2,1
665,A,Colla_34,4,0,0,2,1
666,A,Colla_34,4,0,0,2,1
667,A,Colla_34,2,1,0,2,2
668,A,Colla_34,2,1,0,2,2
669,A,Colla_34,2,1,0,2,2
670,A,Colla_34,4,0,0,2,1
671,A,Colla_34,2,1,1,4,0
672,A,Colla_34,2,1,0,2,2
673,A,Colla_34,2,1,1,4,0
674,A,Colla_34,2,1,1,4,0
675,A,Colla_34,4,0,0,2,1
676,A,Colla_34,2,1,1,4,0
677,A,Colla_34,4,0,0,2,1
678,A,Colla_34,4,0,0,2,1
679,A,Colla_34,2,1,1,4,0
680,A,Colla_34,2,1,1,4,0
681,A,Colla_35,2,1,1,4,0
682,A,Colla_35,4,0,0,2,1
683,A,Colla_35,2,1,1,4,0
684,A,Colla_35,2,1,1,4,0
685,A,Colla_35,4,0,0,2,1
686,A,Colla_35,2,1,0,2,2
687,A,Colla_35,4,0,0,2,1
688,A,Colla_35,4,0,0,2,1
689,A,Colla_35,2,1,1,4,0
690,A,Colla_35,2,1,1,4,0
691,A,Colla_35,4,0,0,2,1
692,A,Colla_35,4,0,0,2,1
693,A,Colla_35,4,0,0,2,1
