ID,Modalitat,Colla_ID,Prioritat,anys_sense_captura,adjudicats,nova_prioritat,nou_anys_sense_captura
272,A,Colla_14,2,1,1,4,0
273,A,Colla_14,2,2,1,4,0
274,A,Colla_14,2,2,1,4,0
275,A,Colla_14,2,1,0,2,2
276,A,Colla_14,4,0,0,2,1
277,A,Colla_14,4,0,0,2,1
278,A,Colla_14,4,0,0,2,1
279,A,Colla_14,2,1,1,4,0
280,A,Colla_14,4,0,0,2,1
281,A,Colla_15,2,2,1,4,0
282,A,Colla_15,2,1,1,4,0
283,A,Colla_15,4,0,0,2,1
284,A,Colla_15,4,0,0,2,1
285,A,Colla_15,2,2,1,4,0
286,A,Colla_15,4,0,0,2,1
287,A,Colla_15,2,1,1,4,0
288,A,Colla_15,2,2,1,4,0
289,A,Colla_15,4,0,0,2,1
290,A,Colla_15,2,1,0,2,2
291,A,Colla_15,4,0,0,2,1
292,A,Colla_15,2,2,1,4,0
293,A,Colla_15,4,0,0,2,1
294,A,Colla_15,2,1,0,2,2
295,A,Colla_15,2,1,1,4,0
296,A,Colla_15,2,1,1,4,0
297,A,Colla_15,2,1,0,2,2
298,A,Colla_15,4,0,0,2,1
299,A,Colla_15,2,1,0,2,2
300,A,Colla_15,4,0,0,2,1
301,A,Colla_16,2,1,1,4,0
302,A,Colla_16,4,0,0,2,1
303,A,Colla_16,2,1,1,4,0
304,A,Colla_16,2,1,0,2,2
305,A,Colla_16,4,0,0,2,1
306,A,Colla_16,2,2,1,4,0
307,A,Colla_16,2,2,1,4,0
308,A,Colla_16,2,2,1,4,0
309,A,Colla_16,4,0,0,2,1
310,A,Colla_16,2,1,0,2,2
311,A,Colla_16,4,0,0,2,1
312,A,Colla_16,4,0,0,2,1
313,A,Colla_16,4,0,0,2,1
314,A,Colla_16,2,1,1,4,0
315,A,Colla_16,4,0,0,2,1
316,A,Colla_16,2,1,1,4,0
317,A,Colla_16,2,1,0,2,2
318,A,Colla_16,4,0,0,2,1
319,A,Colla_16,2,1,0,2,2
320,A,Colla_16,2,2,1,4,0
321,A,Colla_17,2,2,1,4,0
322,A,Colla_17,2,1,0,2,2
323,A,Colla_17,2,1,1,4,0
324,A,Colla_17,2,1,1,4,0
325,A,Colla_17,2,1,0,2,2
326,A,Colla_17,2,2,1,4,0
327,A,Colla_17,4,0,0,2,1
328,A,Colla_17,4,0,0,2,1
329,A,Colla_17,4,0,0,2,1
330,A,Colla_17,4,0,0,2,1
331,A,Colla_17,4,0,0,2,1
332,A,Colla_17,2,1,1,4,0
333,A,Colla_17,4,0,0,2,1
334,A,Colla_17,2,1,0,2,2
335,A,Colla_17,2,2,1,4,0
336,A,Colla_17,4,0,0,2,1
337,A,Colla_17,2,1,1,4,0
338,A,Colla_17,2,2,1,4,0
339,A,Colla_17,2,1,0,2,2
340,A,Colla_17,4,0,0,2,1
341,A,Colla_18,2,1,1,4,0
342,A,Colla_18,4,0,0,2,1
343,A,Colla_18,4,0,0,2,1
344,A,Colla_18,4,0,0,2,1
345,A,Colla_18,2,1,0,2,2
346,A,Colla_18,2,1,1,4,0
347,A,Colla_18,2,2,1,4,0
348,A,Colla_18,4,0,0,2,1
349,A,Colla_18,4,0,0,2,1
350,A,Colla_18,2,2,1,4,0
351,A,Colla_18,2,2,1,4,0
352,A,Colla_18,2,1,0,2,2
353,A,Colla_18,4,0,0,2,1
354,A,Colla_18,2,1,0,2,2
355,A,Colla_18,2,1,1,4,0
356,A,Colla_18,4,0,0,2,1
357,A,Colla_18,4,0,0,2,1
358,A,Colla_18,2,1,0,2,2
359,A,Colla_18,2,1,1,4,0
360,A,Colla_18,2,2,1,4,0
361,A,Colla_19,4,0,0,2,1
362,A,Colla_19,4,0,0,2,1
363,A,Colla_19,2,1,1,4,0
364,A,Colla_19,2,1,0,2,2
365,A,Colla_19,4,0,0,2,1
366,A,Colla_19,2,1,0,2,2
367,A,Colla_19,2,1,0,2,2
368,A,Colla_19,4,0,0,2,1
369,A,Colla_19,2,2,1,4,0
370,A,Colla_19,2,2,1,4,0
371,A,Colla_19,4,0,0,2,1
372,A,Colla_19,2,2,1,4,0
373,A,Colla_19,4,0,0,2,1
374,A,Colla_19,2,1,1,4,0
375,A,Colla_19,2,1,0,2,2
376,A,Colla_19,2,1,1,4,0
377,A,Colla_19,4,0,0,2,1
378,A,Colla_19,4,0,0,2,1
379,A,Colla_19,2,1,1,4,0
380,A,Colla_19,2,2,1,4,0
381,A,Colla_20,4,0,0,2,1
382,A,Colla_20,2,1,0,2,2
383,A,Colla_20,2,1,1,4,0
384,A,Colla_20,4,0,0,2,1
385,A,Colla_20,4,0,0,2,1
386,A,Colla_20,2,1,0,2,2
387,A,Colla_20,4,0,0,2,1
388,A,Colla_20,4,0,0,2,1
389,A,Colla_20,2,1,1,4,0
390,A,Colla_20,2,1,1,4,0
391,A,Colla_20,2,1,1,4,0
392,A,Colla_20,2,2,1,4,0
393,A,Colla_20,2,2,1,4,0
394,A,Colla_20,4,0,0,2,1
395,A,Colla_20,2,1,0,2,2
396,A,Colla_20,2,2,1,4,0
397,A,Colla_20,4,0,0,2,1
398,A,Colla_20,4,0,0,2,1
399,A,Colla_20,2,2,1,4,0
400,A,Colla_20,2,1,0,2,2
401,A,Colla_21,2,1,0,2,2
402,A,Colla_21,4,0,0,2,1
403,A,Colla_21,4,0,0,2,1
404,A,Colla_21,4,0,0,2,1
405,A,Colla_21,2,1,1,4,0
406,A,Colla_21,2,1,1,4,0
407,A,Colla_21,4,0,0,2,1
408,A,Colla_21,4,0,0,2,1
409,A,Colla_21,4,0,0,2,1
410,A,Colla_21,2,2,1,4,0
411,A,Colla_21,4,0,0,2,1
412,A,Colla_21,2,2,1,4,0
413,A,Colla_21,2,2,1,4,0
414,A,Colla_21,2,1,0,2,2
415,A,Colla_21,4,0,0,2,1
416,A,Colla_21,2,1,1,4,0
417,A,Colla_21,2,1,1,4,0
418,A,Colla_21,2,1,0,2,2
419,A,Colla_21,2,1,0,2,2
420,A,Colla_21,2,2,1,4,0
421,A,Colla_22,2,2,1,4,0
422,A,Colla_22,4,0,0,2,1
423,A,Colla_22,2,1,0,2,2
424,A,Colla_22,2,1,0,2,2
425,A,Colla_22,4,0,0,2,1
426,A,Colla_22,4,0,0,2,1
427,A,Colla_22,4,0,0,2,1
428,A,Colla_22,4,0,0,2,1
429,A,Colla_22,2,1,1,4,0
430,A,Colla_22,2,1,1,4,0
431,A,Colla_22,2,2,1,4,0
432,A,Colla_22,4,0,0,2,1
433,A,Colla_22,2,1,0,2,2
434,A,Colla_22,2,2,1,4,0
435,A,Colla_22,4,0,0,2,1
436,A,Colla_22,2,2,1,4,0
437,A,Colla_22,2,1,0,2,2
438,A,Colla_22,4,0,0,2,1
439,A,Colla_22,2,1,1,4,0
440,A,Colla_22,2,1,1,4,0
441,A,Colla_23,2,1,0,2,2
442,A,Colla_23,4,0,0,2,1
443,A,Colla_23,4,0,0,2,1
444,A,Colla_23,2,1,1,4,0
445,A,Colla_23,2,1,1,4,0
446,A,Colla_23,4,0,0,2,1
447,A,Colla_23,4,0,0,2,1
448,A,Colla_23,4,0,0,2,1
449,A,Colla_23,2,2,1,4,0
450,A,Colla_23,2,1,1,4,0
451,A,Colla_23,2,1,0,2,2
452,A,Colla_23,2,1,0,2,2
453,A,Colla_23,2,1,1,4,0
454,A,Colla_23,4,0,0,2,1
455,A,Colla_23,2,2,1,4,0
456,A,Colla_23,4,0,0,2,1
457,A,Colla_23,2,2,1,4,0
458,A,Colla_23,4,0,0,2,1
459,A,Colla_23,2,2,1,4,0
460,A,Colla_23,2,1,0,2,2
461,A,Colla_24,4,0,0,2,1
462,A,Colla_24,4,0,0,2,1
463,A,Colla_24,2,2,1,4,0
464,A,Colla_24,2,1,1,4,0
465,A,Colla_24,2,2,1,4,0
466,A,Colla_24,4,0,0,2,1
467,A,Colla_24,4,0,0,2,1
468,A,Colla_24,4,0,0,2,1
469,A,Colla_24,4,0,0,2,1
470,A,Colla_24,2,2,1,4,0
471,A,Colla_24,2,1,1,4,0
472,A,Colla_24,2,1,0,2,2
473,A,Colla_24,4,0,0,2,1
474,A,Colla_24,2,1,0,2,2
475,A,Colla_24,2,2,1,4,0
476,A,Colla_24,4,0,0,2,1
477,A,Colla_24,2,1,1,4,0
478,A,Colla_24,2,1,1,4,0
479,A,Colla_24,2,1,0,2,2
480,A,Colla_24,2,1,0,2,2
481,A,Colla_25,2,2,1,4,0
482,A,Colla_25,2,1,0,2,2
483,A,Colla_25,4,0,0,2,1
484,A,Colla_25,4,0,0,2,1
485,A,Colla_25,2,2,1,4,0
486,A,Colla_25,4,0,0,2,1
487,A,Colla_25,2,1,0,2,2
488,A,Colla_25,4,0,0,2,1
489,A,Colla_25,4,0,0,2,1
490,A,Colla_25,4,0,0,2,1
491,A,Colla_25,2,1,1,4,0
492,A,Colla_25,2,2,1,4,0
493,A,Colla_25,4,0,0,2,1
494,A,Colla_25,4,0,0,2,1
495,A,Colla_25,2,1,0,2,2
496,A,Colla_25,2,1,1,4,0
497,A,Colla_25,2,2,1,4,0
498,A,Colla_25,2,1,0,2,2
499,A,Colla_25,2,1,1,4,0
500,A,Colla_25,2,1,1,4,0
501,A,Colla_26,4,0,0,2,1
502,A,Colla_26,2,2,1,4,0
503,A,Colla_26,4,0,0,2,1
504,A,Colla_26,2,1,1,4,0
505,A,Colla_26,2,1,1,4,0
506,A,Colla_26,2,1,0,2,2
507,A,Colla_26,2,1,0,2,2
508,A,Colla_26,4,0,0,2,1
509,A,Colla_26,2,1,0,2,2
510,A,Colla_26,2,2,1,4,0
511,A,Colla_26,4,0,0,2,1
512,A,Colla_26,4,0,0,2,1
513,A,Colla_26,4,0,0,2,1
514,A,Colla_26,2,1,0,2,2
515,A,Colla_26,2,1,1,4,0
516,A,Colla_26,2,2,1,4,0
517,A,Colla_26,4,0,0,2,1
518,A,Colla_26,2,1,1,4,0
519,A,Colla_26,2,2,1,4,0
520,A,Colla_26,4,0,0,2,1
521,A,Colla_27,2,2,1,4,0
522,A,Colla_27,2,1,1,4,0
523,A,Colla_27,4,0,0,2,1
524,A,Colla_27,4,0,0,2,1
525,A,Colla_27,2,1,1,4,0
526,A,Colla_27,2,2,1,4,0
527,A,Colla_27,2,2,1,4,0
528,A,Colla_27,2,1,0,2,2
529,A,Colla_27,2,1,0,2,2
530,A,Colla_27,2,1,1,4,0
531,A,Colla_27,2,1,0,2,2
532,A,Colla_27,4,0,0,2,1
533,A,Colla_27,2,1,0,2,2
534,A,Colla_27,4,0,0,2,1
535,A,Colla_27,4,0,0,2,1
536,A,Colla_27,2,2,1,4,0
537,A,Colla_27,2,1,1,4,0
538,A,Colla_27,4,0,0,2,1
539,A,Colla_27,4,0,0,2,1
540,A,Colla_27,4,0,0,2,1
541,A,Colla_28,4,0,0,2,1
542,A,Colla_28,4,0,0,2,1
543,A,Colla_28,2,1,0,2,2
544,A,Colla_28,2,2,1,4,0
545,A,Colla_28,2,1,1,4,0
546,A,Colla_28,2,1,1,4,0
547,A,Colla_28,4,0,0,2,1
548,A,Colla_28,2,1,1,4,0
549,A,Colla_28,2,2,1,4,0
550,A,Colla_28,4,0,0,2,1
551,A,Colla_28,4,0,0,2,1
552,A,Colla_28,2,1,0,2,2
553,A,Colla_28,4,0,0,2,1
554,A,Colla_28,2,1,1,4,0
555,A,Colla_28,2,2,1,4,0
556,A,Colla_28,4,0,0,2,1
557,A,Colla_28,4,0,0,2,1
558,A,Colla_28,2,1,0,2,2
559,A,Colla_28,2,1,0,2,2
560,A,Colla_28,2,2,1,4,0
561,A,Colla_29,2,2,1,4,0
562,A,Colla_29,2,2,1,4,0
563,A,Colla_29,2,1,0,2,2
564,A,Colla_29,4,0,0,2,1
565,A,Colla_29,4,0,0,2,1
566,A,Colla_29,2,1,0,2,2
567,A,Colla_29,2,1,0,2,2
568,A,Colla_29,4,0,0,2,1
569,A,Colla_29,4,0,0,2,1
570,A,Colla_29,2,1,0,2,2
571,A,Colla_29,2,2,1,4,0
572,A,Colla_29,4,0,0,2,1
573,A,Colla_29,4,0,0,2,1
574,A,Colla_29,4,0,0,2,1
575,A,Colla_29,2,1,1,4,0
576,A,Colla_29,4,0,0,2,1
577,A,Colla_29,2,2,1,4,0
578,A,Colla_29,2,1,1,4,0
579,A,Colla_29,2,1,1,4,0
580,A,Colla_29,2,1,1,4,0
581,A,Colla_30,4,0,0,2,1
582,A,Colla_30,4,0,0,2,1
583,A,Colla_30,4,0,0,2,1
584,A,Colla_30,2,2,1,4,0
585,A,Colla_30,2,2,1,4,0
586,A,Colla_30,4,0,0,2,1
587,A,Colla_30,2,1,0,2,2
588,A,Colla_30,2,1,1,4,0
589,A,Colla_30,2,2,1,4,0
590,A,Colla_30,2,1,0,2,2
591,A,Colla_30,2,1,0,2,2
592,A,Colla_30,4,0,0,2,1
593,A,Colla_30,2,1,0,2,2
594,A,Colla_30,2,1,1,4,0
595,A,Colla_30,2,2,1,4,0
596,A,Colla_30,4,0,0,2,1
597,A,Colla_30,4,0,0,2,1
598,A,Colla_30,2,1,1,4,0
599,A,Colla_30,2,1,1,4,0
600,A,Colla_30,4,0,0,2,1
601,A,Colla_31,4,0,0,2,1
602,A,Colla_31,4,0,0,2,1
603,A,Colla_31,2,1,1,4,0
604,A,Colla_31,2,1,1,4,0
605,A,Colla_31,4,0,0,2,1
606,A,Colla_31,2,1,0,2,2
607,A,Colla_31,2,2,1,4,0
608,A,Colla_31,4,0,0,2,1
609,A,Colla_31,2,1,1,4,0
610,A,Colla_31,2,2,1,4,0
611,A,Colla_31,2,1,0,2,2
612,A,Colla_31,2,1,0,2,2
613,A,Colla_31,2,2,1,4,0
614,A,Colla_31,4,0,0,2,1
615,A,Colla_31,2,1,0,2,2
616,A,Colla_31,4,0,0,2,1
617,A,Colla_31,2,2,1,4,0
618,A,Colla_31,4,0,0,2,1
619,A,Colla_31,2,1,1,4,0
620,A,Colla_31,4,0,0,2,1
621,A,Colla_32,2,1,0,2,2
622,A,Colla_32,4,0,0,2,1
623,A,Colla_32,4,0,0,2,1
624,A,Colla_32,2,2,1,4,0
625,A,Colla_32,2,1,0,2,2
626,A,Colla_32,4,0,0,2,1
627,A,Colla_32,2,1,0,2,2
628,A,Colla_32,2,2,1,4,0
629,A,Colla_32,2,1,1,4,0
630,A,Colla_32,4,0,0,2,1
631,A,Colla_32,2,1,1,4,0
632,A,Colla_32,4,0,0,2,1
633,A,Colla_32,2,1,1,4,0
634,A,Colla_32,2,2,1,4,0
635,A,Colla_32,4,0,0,2,1
636,A,Colla_32,4,0,0,2,1
637,A,Colla_32,2,2,1,4,0
638,A,Colla_32,2,1,0,2,2
639,A,Colla_32,2,1,1,4,0
640,A,Colla_32,4,0,0,2,1
641,A,Colla_33,4,0,0,2,1
642,A,Colla_33,2,1,0,2,2
643,A,Colla_33,2,1,0,2,2
644,A,Colla_33,2,1,1,4,0
645,A,Colla_33,4,0,0,2,1
646,A,Colla_33,4,0,0,2,1
647,A,Colla_33,4,0,0,2,1
648,A,Colla_33,2,2,1,4,0
649,A,Colla_33,4,0,0,2,1
650,A,Colla_33,2,2,1,4,0
651,A,Colla_33,2,1,1,4,0
652,A,Colla_33,2,2,1,4,0
653,A,Colla_33,4,0,0,2,1
654,A,Colla_33,4,0,0,2,1
655,A,Colla_33,2,1,0,2,2
656,A,Colla_33,2,2,1,4,0
657,A,Colla_33,2,1,1,4,0
658,A,Colla_33,2,1,0,2,2
659,A,Colla_33,4,0,0,2,1
660,A,Colla_33,2,1,1,4,0
661,A,Colla_34,2,1,1,4,0
662,A,Colla_34,4,0,0,2,1
663,A,Colla_34,4,0,0,2,1
664,A,Colla_34,2,1,0,2,2
665,A,Colla_34,2,1,0,2,2
666,A,Colla_34,2,1,0,2,2
667,A,Colla_34,2,2,1,4,0
668,A,Colla_34,2,2,1,4,0
669,A,Colla_34,2,2,1,4,0
670,A,Colla_34,2,1,1,4,0
671,A,Colla_34,4,0,0,2,1
672,A,Colla_34,2,2,1,4,0
673,A,Colla_34,4,0,0,2,1
674,A,Colla_34,4,0,0,2,1
675,A,Colla_34,2,1,1,4,0
676,A,Colla_34,4,0,0,2,1
677,A,Colla_34,2,1,0,2,2
678,A,Colla_34,2,1,1,4,0
679,A,Colla_34,4,0,0,2,1
680,A,Colla_34,4,0,0,2,1
681,A,Colla_35,4,0,0,2,1
682,A,Colla_35,2,1,1,4,0
683,A,Colla_35,4,0,0,2,1
684,A,Colla_35,4,0,0,2,1
685,A,Colla_35,2,1,1,4,0
686,A,Colla_35,2,2,1,4,0
687,A,Colla_35,2,1,1,4,0
688,A,Colla_35,2,1,1,4,0
689,A,Colla_35,4,0,0,2,1
690,A,Colla_35,4,0,0,2,1
691,A,Colla_35,2,1,0,2,2
692,A,Colla_35,2,1,0,2,2
693,A,Colla_35,2,1,0,2,2
