ID,Modalitat,Colla_ID,Prioritat,anys_sense_captura,adjudicats,nova_prioritat,nou_anys_sense_captura
103,A,Colla_6,4,0,0,2,1
104,A,Colla_6,2,1,0,2,2
105,A,Colla_6,2,1,1,4,0
106,A,Colla_6,4,0,0,2,1
107,A,Colla_6,2,1,1,4,0
108,A,Colla_6,2,1,1,4,0
109,A,Colla_6,4,0,0,2,1
110,A,Colla_6,2,1,1,4,0
111,A,Colla_6,4,0,0,2,1
112,A,Colla_6,2,2,1,4,0
113,A,Colla_6,4,0,0,2,1
114,A,Colla_6,4,0,0,2,1
115,A,TrackedColla_5_1,2,1,0,2,2
116,A,Colla_6,4,0,0,2,1
117,A,Colla_6,2,1,0,2,2
118,A,Colla_6,2,2,1,4,0
119,A,Colla_6,2,1,1,4,0
120,A,Colla_6,4,0,0,2,1
121,A,Colla_7,2,1,0,2,2
122,A,Colla_7,2,1,1,4,0
123,A,Colla_7,4,0,0,2,1
124,A,Colla_7,2,2,1,4,0
125,A,Colla_7,4,0,0,2,1
126,A,Colla_7,2,1,1,4,0
127,A,Colla_7,2,1,0,2,2
128,A,Colla_7,4,0,0,2,1
129,A,Colla_7,2,1,1,4,0
130,A,Colla_7,4,0,0,2,1
131,A,Colla_7,2,1,0,2,2
132,A,Colla_7,2,2,1,4,0
133,A,Colla_7,2,2,1,4,0
134,A,Colla_7,2,1,1,4,0
135,A,Colla_7,4,0,0,2,1
136,A,Colla_7,4,0,0,2,1
137,A,Colla_7,2,2,1,4,0
138,A,Colla_7,2,1,0,2,2
139,A,Colla_7,4,0,0,2,1
140,A,Colla_7,4,0,0,2,1
141,A,Colla_8,4,0,0,2,1
142,A,Colla_8,2,2,1,4,0
143,A,Colla_8,2,2,1,4,0
144,A,Colla_8,2,1,1,4,0
145,A,Colla_8,4,0,0,2,1
146,A,Colla_8,4,0,0,2,1
147,A,Colla_8,4,0,0,2,1
148,A,Colla_8,4,0,0,2,1
149,A,Colla_8,2,1,1,4,0
150,A,Colla_8,2,2,1,4,0
151,A,Colla_8,2,1,0,2,2
152,A,Colla_8,2,1,0,2,2
153,A,Colla_8,2,1,1,4,0
154,A,Colla_8,2,1,1,4,0
155,A,Colla_8,2,1,1,4,0
156,A,Colla_8,4,0,0,2,1
157,A,Colla_8,4,0,0,2,1
158,A,Colla_8,2,1,0,2,2
159,A,Colla_8,4,0,0,2,1
160,A,TrackedColla_5_1,2,1,0,2,2
161,A,Colla_9,4,0,0,2,1
162,A,Colla_9,4,0,0,2,1
163,A,Colla_9,2,1,1,4,0
164,A,Colla_9,2,1,1,4,0
165,A,Colla_9,2,1,0,2,2
166,A,Colla_9,4,0,0,2,1
167,A,Colla_9,2,1,0,2,2
168,A,Colla_9,2,1,1,4,0
169,A,Colla_9,2,1,0,2,2
170,A,Colla_9,4,0,0,2,1
171,A,Colla_9,2,2,1,4,0
172,A,Colla_9,4,0,0,2,1
173,A,TrackedColla_4_1,2,2,1,4,0
174,A,Colla_9,4,0,0,2,1
175,A,Colla_9,2,1,1,4,0
176,A,Colla_9,2,1,1,4,0
177,A,Colla_9,2,2,1,4,0
178,A,Colla_9,4,0,0,2,1
179,A,Colla_9,4,0,0,2,1
180,A,Colla_9,2,2,1,4,0
181,A,Colla_10,2,1,0,2,2
182,A,Colla_10,2,1,1,4,0
183,A,Colla_10,4,0,0,2,1
184,A,Colla_10,2,2,1,4,0
185,A,Colla_10,4,0,0,2,1
186,A,Colla_10,4,0,0,2,1
187,A,Colla_10,4,0,0,2,1
188,A,Colla_10,2,1,1,4,0
189,A,Colla_10,2,2,1,4,0
190,A,Colla_10,2,1,0,2,2
191,A,Colla_10,2,1,1,4,0
192,A,Colla_10,4,0,0,2,1
193,A,Colla_10,2,1,0,2,2
194,A,Colla_10,2,1,0,2,2
195,A,Colla_10,4,0,0,2,1
196,A,Colla_10,4,0,0,2,1
197,A,Colla_10,2,2,1,4,0
198,A,Colla_10,4,0,0,2,1
199,A,Colla_10,2,1,1,4,0
200,A,Colla_10,2,2,1,4,0
201,A,Colla_11,4,0,0,2,1
202,A,Colla_11,2,2,1,4,0
203,A,Colla_11,2,1,0,2,2
204,A,Colla_11,4,0,0,2,1
205,A,Colla_11,4,0,0,2,1
206,A,Colla_11,2,2,1,4,0
207,A,Colla_11,4,0,0,2,1
208,A,Colla_11,4,0,0,2,1
209,A,Colla_11,4,0,0,2,1
210,A,Colla_11,4,0,0,2,1
211,A,Colla_11,2,1,0,2,2
212,A,Colla_11,2,1,1,4,0
213,A,Colla_11,4,0,0,2,1
214,A,Colla_11,2,1,1,4,0
215,A,Colla_11,2,2,1,4,0
216,A,Colla_11,2,1,1,4,0
217,A,Colla_11,2,1,0,2,2
218,A,Colla_11,2,1,0,2,2
219,A,Colla_11,2,1,1,4,0
220,A,Colla_11,2,2,1,4,0
221,A,Colla_12,2,1,1,4,0
222,A,Colla_12,2,2,1,4,0
223,A,Colla_12,2,1,1,4,0
224,A,Colla_12,2,2,1,4,0
225,A,Colla_12,4,0,0,2,1
226,A,Colla_12,4,0,0,2,1
227,A,Colla_12,2,2,1,4,0
228,A,Colla_12,2,2,1,4,0
229,A,Colla_12,4,0,0,2,1
230,A,Colla_12,2,1,0,2,2
231,A,Colla_12,4,0,0,2,1
232,A,Colla_12,2,1,1,4,0
233,A,Colla_12,4,0,0,2,1
234,A,Colla_12,4,0,0,2,1
235,A,Colla_12,2,1,0,2,2
236,A,Colla_12,4,0,0,2,1
237,A,Colla_12,4,0,0,2,1
238,A,Colla_12,2,1,0,2,2
239,A,Colla_12,2,1,0,2,2
240,A,Colla_12,2,1,1,4,0
241,A,Colla_13,4,0,0,2,1
242,A,Colla_13,2,1,0,2,2
243,A,Colla_13,2,2,1,4,0
244,A,Colla_13,4,0,0,2,1
245,A,Colla_13,4,0,0,2,1
246,A,Colla_13,2,1,1,4,0
247,A,Colla_13,2,1,0,2,2
248,A,Colla_13,4,0,0,2,1
249,A,Colla_13,4,0,0,2,1
250,A,Colla_13,2,1,0,2,2
251,A,Colla_13,4,0,0,2,1
252,A,Colla_13,2,1,1,4,0
253,A,Colla_13,2,2,1,4,0
254,A,Colla_13,2,2,1,4,0
255,A,Colla_13,2,1,0,2,2
256,A,Colla_13,4,0,0,2,1
257,A,Colla_13,4,0,0,2,1
258,A,Colla_13,2,1,1,4,0
259,A,Colla_13,2,1,1,4,0
260,A,Colla_13,2,2,1,4,0
261,A,Colla_14,4,0,0,2,1
262,A,Colla_14,4,0,0,2,1
263,A,Colla_14,2,1,1,4,0
264,A,Colla_14,2,1,0,2,2
265,A,Colla_14,2,1,0,2,2
266,A,Colla_14,2,1,0,2,2
267,A,Colla_14,2,2,1,4,0
268,A,Colla_14,4,0,0,2,1
269,A,Colla_14,2,1,1,4,0
270,A,Colla_14,4,0,0,2,1
271,A,Colla_14,4,0,0,2,1
272,A,Colla_14,2,2,1,4,0
273,A,Colla_14,4,0,0,2,1
274,A,Colla_14,2,2,1,4,0
275,A,Colla_14,2,1,1,4,0
276,A,Colla_14,4,0,0,2,1
277,A,Colla_14,2,1,0,2,2
278,A,Colla_14,2,1,1,4,0
279,A,Colla_14,2,2,1,4,0
280,A,Colla_14,4,0,0,2,1
281,A,Colla_15,4,0,0,2,1
282,A,Colla_15,4,0,0,2,1
283,A,Colla_15,2,1,1,4,0
284,A,Colla_15,2,1,0,2,2
285,A,Colla_15,2,2,1,4,0
286,A,Colla_15,2,1,1,4,0
287,A,Colla_15,2,2,1,4,0
288,A,Colla_15,4,0,0,2,1
289,A,Colla_15,4,0,0,2,1
290,A,Colla_15,2,1,0,2,2
291,A,Colla_15,2,1,1,4,0
292,A,Colla_15,2,2,1,4,0
293,A,Colla_15,4,0,0,2,1
294,A,Colla_15,2,1,0,2,2
295,A,Colla_15,4,0,0,2,1
296,A,Colla_15,2,2,1,4,0
297,A,Colla_15,2,1,0,2,2
298,A,Colla_15,4,0,0,2,1
299,A,Colla_15,2,1,1,4,0
300,A,Colla_15,4,0,0,2,1
301,A,Colla_16,4,0,0,2,1
302,A,Colla_16,2,1,1,4,0
303,A,Colla_16,4,0,0,2,1
304,A,Colla_16,2,1,0,2,2
305,A,Colla_16,4,0,0,2,1
306,A,Colla_16,2,2,1,4,0
307,A,Colla_16,2,2,1,4,0
308,A,Colla_16,4,0,0,2,1
309,A,Colla_16,4,0,0,2,1
310,A,Colla_16,2,1,0,2,2
311,A,Colla_16,2,1,0,2,2
312,A,Colla_16,2,1,0,2,2
313,A,Colla_16,4,0,0,2,1
314,A,Colla_16,4,0,0,2,1
315,A,Colla_16,2,1,1,4,0
316,A,Colla_16,2,2,1,4,0
317,A,Colla_16,2,1,1,4,0
318,A,Colla_16,4,0,0,2,1
319,A,Colla_16,2,1,1,4,0
320,A,Colla_16,2,2,1,4,0
321,A,Colla_17,4,0,0,2,1
322,A,Colla_17,2,1,1,4,0
323,A,Colla_17,4,0,0,2,1
324,A,Colla_17,4,0,0,2,1
325,A,Colla_17,2,1,1,4,0
326,A,Colla_17,2,2,1,4,0
327,A,Colla_17,4,0,0,2,1
328,A,Colla_17,2,1,0,2,2
329,A,Colla_17,4,0,0,2,1
330,A,TrackedColla_5_3,2,1,0,2,2
331,A,Colla_17,2,1,0,2,2
332,A,Colla_17,2,2,1,4,0
333,A,Colla_17,2,1,1,4,0
334,A,Colla_17,2,1,1,4,0
335,A,Colla_17,4,0,0,2,1
336,A,Colla_17,4,0,0,2,1
337,A,Colla_17,2,2,1,4,0
338,A,Colla_17,2,2,1,4,0
339,A,Colla_17,2,1,0,2,2
340,A,Colla_17,4,0,0,2,1
341,A,Colla_18,2,2,1,4,0
342,A,Colla_18,4,0,0,2,1
343,A,Colla_18,4,0,0,2,1
344,A,Colla_18,4,0,0,2,1
345,A,Colla_18,2,1,0,2,2
346,A,Colla_18,2,2,1,4,0
347,A,Colla_18,4,0,0,2,1
348,A,Colla_18,2,1,1,4,0
349,A,Colla_18,2,1,0,2,2
350,A,Colla_18,4,0,0,2,1
351,A,Colla_18,2,2,1,4,0
352,A,Colla_18,2,1,1,4,0
353,A,Colla_18,2,1,1,4,0
354,A,Colla_18,2,1,0,2,2
355,A,Colla_18,2,2,1,4,0
356,A,Colla_18,4,0,0,2,1
357,A,Colla_18,2,1,1,4,0
358,A,Colla_18,2,1,0,2,2
359,A,Colla_18,4,0,0,2,1
360,A,Colla_18,4,0,0,2,1
361,A,Colla_19,2,1,0,2,2
362,A,Colla_19,2,1,0,2,2
363,A,Colla_19,4,0,0,2,1
364,A,Colla_19,2,1,0,2,2
365,A,Colla_19,2,1,1,4,0
366,A,Colla_19,2,1,0,2,2
367,A,Colla_19,2,1,1,4,0
368,A,Colla_19,4,0,0,2,1
369,A,Colla_19,4,0,0,2,1
370,A,Colla_19,4,0,0,2,1
371,A,Colla_19,2,1,1,4,0
372,A,Colla_19,2,2,1,4,0
373,A,Colla_19,4,0,0,2,1
374,A,Colla_19,2,2,1,4,0
375,A,Colla_19,2,1,1,4,0
376,A,Colla_19,2,2,1,4,0
377,A,Colla_19,4,0,0,2,1
378,A,Colla_19,4,0,0,2,1
379,A,Colla_19,4,0,0,2,1
380,A,Colla_19,2,2,1,4,0
381,A,Colla_20,2,1,1,4,0
382,A,Colla_20,2,1,1,4,0
383,A,Colla_20,2,2,1,4,0
384,A,Colla_20,4,0,0,2,1
385,A,Colla_20,4,0,0,2,1
386,A,Colla_20,2,1,0,2,2
387,A,Colla_20,4,0,0,2,1
388,A,Colla_20,2,1,0,2,2
389,A,Colla_20,2,2,1,4,0
390,A,Colla_20,4,0,0,2,1
391,A,Colla_20,2,2,1,4,0
392,A,Colla_20,4,0,0,2,1
393,A,Colla_20,4,0,0,2,1
394,A,Colla_20,4,0,0,2,1
395,A,Colla_20,2,1,1,4,0
396,A,Colla_20,2,2,1,4,0
397,A,Colla_20,2,1,0,2,2
398,A,Colla_20,2,1,1,4,0
399,A,Colla_20,4,0,0,2,1
400,A,Colla_20,2,1,0,2,2
401,A,Colla_21,2,1,1,4,0
402,A,Colla_21,4,0,0,2,1
403,A,Colla_21,2,1,0,2,2
404,A,Colla_21,4,0,0,2,1
405,A,Colla_21,2,2,1,4,0
406,A,Colla_21,2,2,1,4,0
407,A,Colla_21,2,1,1,4,0
408,A,Colla_21,2,1,0,2,2
409,A,Colla_21,2,1,0,2,2
410,A,Colla_21,2,2,1,4,0
411,A,Colla_21,4,0,0,2,1
412,A,Colla_21,4,0,0,2,1
413,A,Colla_21,4,0,0,2,1
414,A,Colla_21,2,1,1,4,0
415,A,Colla_21,4,0,0,2,1
416,A,Colla_21,4,0,0,2,1
417,A,Colla_21,4,0,0,2,1
418,A,Colla_21,2,1,0,2,2
419,A,Colla_21,2,1,1,4,0
420,A,Colla_21,2,2,1,4,0
421,A,Colla_22,2,2,1,4,0
422,A,Colla_22,2,1,1,4,0
423,A,Colla_22,2,1,1,4,0
424,A,Colla_22,2,1,0,2,2
425,A,Colla_22,2,1,0,2,2
426,A,Colla_22,2,1,0,2,2
427,A,Colla_22,2,1,1,4,0
428,A,Colla_22,4,0,0,2,1
429,A,Colla_22,2,2,1,4,0
430,A,Colla_22,2,2,1,4,0
431,A,Colla_22,4,0,0,2,1
432,A,Colla_22,4,0,0,2,1
433,A,Colla_22,2,1,1,4,0
434,A,Colla_22,4,0,0,2,1
435,A,Colla_22,4,0,0,2,1
436,A,Colla_22,4,0,0,2,1
437,A,Colla_22,2,1,0,2,2
438,A,Colla_22,4,0,0,2,1
439,A,Colla_22,2,2,1,4,0
440,A,Colla_22,4,0,0,2,1
441,A,Colla_23,2,1,0,2,2
442,A,Colla_23,2,1,0,2,2
443,A,Colla_23,4,0,0,2,1
444,A,Colla_23,2,2,1,4,0
445,A,Colla_23,4,0,0,2,1
446,A,Colla_23,2,1,1,4,0
447,A,Colla_23,4,0,0,2,1
448,A,Colla_23,2,1,1,4,0
449,A,Colla_23,2,2,1,4,0
450,A,Colla_23,4,0,0,2,1
451,A,Colla_23,2,1,0,2,2
452,A,Colla_23,2,1,1,4,0
453,A,Colla_23,4,0,0,2,1
454,A,Colla_23,2,1,0,2,2
455,A,Colla_23,4,0,0,2,1
456,A,Colla_23,4,0,0,2,1
457,A,Colla_23,2,2,1,4,0
458,A,Colla_23,4,0,0,2,1
459,A,Colla_23,2,2,1,4,0
460,A,Colla_23,2,1,1,4,0
461,A,Colla_24,4,0,0,2,1
462,A,Colla_24,4,0,0,2,1
463,A,Colla_24,4,0,0,2,1
464,A,Colla_24,2,2,1,4,0
465,A,Colla_24,2,2,1,4,0
466,A,Colla_24,2,1,1,4,0
467,A,Colla_24,2,1,1,4,0
468,A,Colla_24,2,1,0,2,2
469,A,Colla_24,4,0,0,2,1
470,A,Colla_24,2,2,1,4,0
471,A,Colla_24,2,2,1,4,0
472,A,Colla_24,2,1,1,4,0
473,A,Colla_24,4,0,0,2,1
474,A,Colla_24,2,1,0,2,2
475,A,Colla_24,4,0,0,2,1
476,A,Colla_24,2,1,0,2,2
477,A,Colla_24,4,0,0,2,1
478,A,Colla_24,4,0,0,2,1
479,A,Colla_24,2,1,1,4,0
480,A,Colla_24,2,1,0,2,2
481,A,Colla_25,2,2,1,4,0
482,A,Colla_25,2,1,0,2,2
483,A,Colla_25,4,0,0,2,1
484,A,Colla_25,4,0,0,2,1
485,A,Colla_25,4,0,0,2,1
486,A,Colla_25,4,0,0,2,1
487,A,Colla_25,2,1,0,2,2
488,A,Colla_25,4,0,0,2,1
489,A,Colla_25,2,1,1,4,0
490,A,Colla_25,2,1,1,4,0
491,A,Colla_25,2,2,1,4,0
492,A,Colla_25,2,2,1,4,0
493,A,Colla_25,2,1,0,2,2
494,A,Colla_25,2,1,1,4,0
495,A,Colla_25,2,1,1,4,0
496,A,Colla_25,2,2,1,4,0
497,A,Colla_25,4,0,0,2,1
498,A,Colla_25,2,1,0,2,2
499,A,Colla_25,4,0,0,2,1
500,A,Colla_25,4,0,0,2,1
501,A,Colla_26,2,1,1,4,0
502,A,Colla_26,4,0,0,2,1
503,A,Colla_26,2,1,0,2,2
504,A,Colla_26,2,2,1,4,0
505,A,Colla_26,2,2,1,4,0
506,A,Colla_26,2,1,1,4,0
507,A,Colla_26,2,1,1,4,0
508,A,Colla_26,4,0,0,2,1
509,A,Colla_26,2,1,0,2,2
510,A,Colla_26,4,0,0,2,1
511,A,Colla_26,4,0,0,2,1
512,A,Colla_26,4,0,0,2,1
513,A,Colla_26,2,1,1,4,0
514,A,Colla_26,2,1,0,2,2
515,A,Colla_26,4,0,0,2,1
516,A,Colla_26,2,2,1,4,0
517,A,Colla_26,2,1,0,2,2
518,A,Colla_26,4,0,0,2,1
519,A,Colla_26,2,2,1,4,0
520,A,Colla_26,4,0,0,2,1
521,A,Colla_27,2,2,1,4,0
522,A,Colla_27,4,0,0,2,1
523,A,Colla_27,2,1,1,4,0
524,A,Colla_27,4,0,0,2,1
525,A,Colla_27,2,2,1,4,0
526,A,Colla_27,2,2,1,4,0
527,A,Colla_27,2,2,1,4,0
528,A,Colla_27,2,1,0,2,2
529,A,Colla_27,2,1,1,4,0
530,A,Colla_27,4,0,0,2,1
531,A,Colla_27,2,1,1,4,0
532,A,Colla_27,4,0,0,2,1
533,A,Colla_27,2,1,0,2,2
534,A,Colla_27,4,0,0,2,1
535,A,Colla_27,4,0,0,2,1
536,A,Colla_27,4,0,0,2,1
537,A,Colla_27,4,0,0,2,1
538,A,Colla_27,2,1,0,2,2
539,A,Colla_27,2,1,0,2,2
540,A,Colla_27,2,1,1,4,0
541,A,Colla_28,4,0,0,2,1
542,A,Colla_28,4,0,0,2,1
543,A,Colla_28,2,1,1,4,0
544,A,Colla_28,4,0,0,2,1
545,A,Colla_28,2,2,1,4,0
546,A,Colla_28,4,0,0,2,1
547,A,Colla_28,2,1,0,2,2
548,A,Colla_28,4,0,0,2,1
549,A,Colla_28,2,2,1,4,0
550,A,Colla_28,2,1,0,2,2
551,A,Colla_28,4,0,0,2,1
552,A,Colla_28,2,1,1,4,0
553,A,Colla_28,2,1,0,2,2
554,A,Colla_28,4,0,0,2,1
555,A,Colla_28,2,2,1,4,0
556,A,Colla_28,2,1,1,4,0
557,A,Colla_28,4,0,0,2,1
558,A,Colla_28,2,1,0,2,2
559,A,Colla_28,2,1,1,4,0
560,A,Colla_28,2,2,1,4,0
561,A,Colla_29,4,0,0,2,1
562,A,Colla_29,2,2,1,4,0
563,A,Colla_29,2,1,1,4,0
564,A,Colla_29,4,0,0,2,1
565,A,Colla_29,2,1,1,4,0
566,A,Colla_29,2,1,0,2,2
567,A,Colla_29,2,1,1,4,0
568,A,Colla_29,2,1,0,2,2
569,A,Colla_29,4,0,0,2,1
570,A,Colla_29,2,1,1,4,0
571,A,Colla_29,2,2,1,4,0
572,A,Colla_29,4,0,0,2,1
573,A,Colla_29,2,1,0,2,2
574,A,Colla_29,4,0,0,2,1
575,A,Colla_29,2,2,1,4,0
576,A,Colla_29,2,1,0,2,2
577,A,Colla_29,4,0,0,2,1
578,A,Colla_29,2,2,1,4,0
579,A,Colla_29,4,0,0,2,1
580,A,Colla_29,4,0,0,2,1
581,A,Colla_30,4,0,0,2,1
582,A,Colla_30,4,0,0,2,1
583,A,Colla_30,2,1,1,4,0
584,A,Colla_30,2,2,1,4,0
585,A,Colla_30,2,2,1,4,0
586,A,Colla_30,2,1,0,2,2
587,A,Colla_30,2,1,0,2,2
588,A,Colla_30,4,0,0,2,1
589,A,Colla_30,4,0,0,2,1
590,A,Colla_30,2,1,1,4,0
591,A,Colla_30,2,1,0,2,2
592,A,Colla_30,4,0,0,2,1
593,A,Colla_30,2,1,1,4,0
594,A,Colla_30,4,0,0,2,1
595,A,Colla_30,2,2,1,4,0
596,A,Colla_30,2,1,1,4,0
597,A,Colla_30,4,0,0,2,1
598,A,Colla_30,4,0,0,2,1
599,A,Colla_30,2,2,1,4,0
600,A,Colla_30,2,1,0,2,2
601,A,Colla_31,4,0,0,2,1
602,A,Colla_31,2,1,1,4,0
603,A,Colla_31,2,2,1,4,0
604,A,Colla_31,4,0,0,2,1
605,A,Colla_31,2,1,0,2,2
606,A,Colla_31,2,1,1,4,0
607,A,Colla_31,4,0,0,2,1
608,A,Colla_31,4,0,0,2,1
609,A,Colla_31,4,0,0,2,1
610,A,Colla_31,4,0,0,2,1
611,A,Colla_31,2,1,1,4,0
612,A,Colla_31,2,1,0,2,2
613,A,Colla_31,2,2,1,4,0
614,A,Colla_31,4,0,0,2,1
615,A,Colla_31,2,1,0,2,2
616,A,Colla_31,2,1,0,2,2
617,A,Colla_31,2,2,1,4,0
618,A,Colla_31,4,0,0,2,1
619,A,Colla_31,2,2,1,4,0
620,A,Colla_31,2,1,1,4,0
621,A,Colla_32,2,1,1,4,0
622,A,Colla_32,4,0,0,2,1
623,A,Colla_32,4,0,0,2,1
624,A,Colla_32,2,2,1,4,0
625,A,Colla_32,2,1,1,4,0
626,A,Colla_32,4,0,0,2,1
627,A,Colla_32,2,1,0,2,2
628,A,Colla_32,2,2,1,4,0
629,A,Colla_32,2,2,1,4,0
630,A,Colla_32,2,1,0,2,2
631,A,Colla_32,4,0,0,2,1
632,A,Colla_32,2,1,0,2,2
633,A,Colla_32,4,0,0,2,1
634,A,Colla_32,2,2,1,4,0
635,A,Colla_32,2,1,0,2,2
636,A,Colla_32,2,1,1,4,0
637,A,Colla_32,4,0,0,2,1
638,A,Colla_32,2,1,1,4,0
639,A,Colla_32,4,0,0,2,1
640,A,Colla_32,4,0,0,2,1
641,A,Colla_33,2,1,0,2,2
642,A,Colla_33,2,1,1,4,0
643,A,Colla_33,2,1,1,4,0
644,A,Colla_33,2,2,1,4,0
645,A,Colla_33,4,0,0,2,1
646,A,Colla_33,2,1,1,4,0
647,A,Colla_33,2,1,0,2,2
648,A,Colla_33,2,2,1,4,0
649,A,Colla_33,4,0,0,2,1
650,A,Colla_33,4,0,0,2,1
651,A,Colla_33,4,0,0,2,1
652,A,Colla_33,4,0,0,2,1
653,A,Colla_33,2,1,0,2,2
654,A,Colla_33,4,0,0,2,1
655,A,Colla_33,2,1,1,4,0
656,A,Colla_33,4,0,0,2,1
657,A,Colla_33,2,2,1,4,0
658,A,Colla_33,2,1,0,2,2
659,A,Colla_33,4,0,0,2,1
660,A,Colla_33,2,2,1,4,0
661,A,Colla_34,4,0,0,2,1
662,A,Colla_34,2,1,0,2,2
663,A,Colla_34,2,1,0,2,2
664,A,Colla_34,2,1,1,4,0
665,A,Colla_34,2,1,0,2,2
666,A,Colla_34,2,1,1,4,0
667,A,Colla_34,4,0,0,2,1
668,A,Colla_34,2,2,1,4,0
669,A,Colla_34,2,2,1,4,0
670,A,Colla_34,4,0,0,2,1
671,A,Colla_34,4,0,0,2,1
672,A,Colla_34,2,2,1,4,0
673,A,Colla_34,4,0,0,2,1
674,A,Colla_34,2,1,0,2,2
675,A,Colla_34,4,0,0,2,1
676,A,Colla_34,4,0,0,2,1
677,A,Colla_34,2,1,1,4,0
678,A,Colla_34,2,2,1,4,0
679,A,Colla_34,4,0,0,2,1
680,A,Colla_34,2,1,1,4,0
681,A,Colla_35,2,1,1,4,0
682,A,Colla_35,2,2,1,4,0
683,A,Colla_35,4,0,0,2,1
684,A,Colla_35,4,0,0,2,1
685,A,Colla_35,4,0,0,2,1
686,A,Colla_35,4,0,0,2,1
687,A,Colla_35,4,0,0,2,1
688,A,Colla_35,2,2,1,4,0
689,A,Colla_35,4,0,0,2,1
690,A,Colla_35,2,1,0,2,2
691,A,Colla_35,2,1,1,4,0
692,A,Colla_35,2,1,0,2,2
693,A,Colla_35,2,1,0,2,2
